Project Name,Subtype,Current Status,Capacity MW,Year of Completion,Country list of Sponsor/Developer,Sponsor/Developer Company,Country list of Lender/Financier,Lender/Financier Company,Country list of Construction/EPC,Construction Company/EPC Participant,Country,Province/State,District,,
Ta Loi 3,Hydro,Operational,7.5,2012,Greece,Intracom,,,, ,Vietnam,Lao Cai,Bat Xat,,
Ta Niet,Hydro,Operational,3.6,2014,Vietnam,Ta Niet Hydro Power JSC,,,, ,Vietnam,Son La,Moc Chau,,
Ta Sang,Solar,Operational,7.6,2012,Thailand,G-Power Source Co, Ltd Gunkul Engineering Plc.,,,, ,Thailand,Nakhon Sawan,,
Ta Thang,Hydro,Operational,60,2013,Vietnam,Lao Cai Vietracimex Electricity JSC.; Vietnam Trading Engineering Company,Japan,JBIC,, ,Vietnam,Lao Cai,Sa Pa,,
Ta Trach,Hydro,Operational,21,2013,Vietnam,Bitexco Group,,,, ,Vietnam,Thua Thien Hue,Huong Thuy,,
Ta Vi,Hydro,Operational,3,2011,Vietnam,Manh Nam Pressure Mechanical JSC,,,, ,Vietnam,Quang Nam,Bac Tra My,,
Tad Sampamit,Hydro,Planned,5,,Thailand,Charoen Xaytong Construction,,,, ,Laos,Champasak,Pathoomphone,,
Tadsakoi Xaybangluang 2,Hydro,Under Construction,30,,Thailand; Laos,B. Grimm Power Pcl, Daosavan Investment and Construction Group Sole Company,,,, ,Laos,Savannakhet,,
Tadsalaem,Hydro,Operational,3.2,2012,Thailand,SIC Manufacturer,,,, ,Laos,Savannakhet,Champhone,,
Taikgyi,Wind,Planned,40,,China,China Three Gorges,,,, ,Myanmar,Yangon,Yangon-N,,
Takhian - Sonnedix Solar Power Plant,Solar,Operational,7.5,,Thailand,Chiangrai Solar Company ,Ltd.,,,, ,Thailand,Nakhon Ratchasima,,
Tam Jae,Hydro,Planned,5,,Thailand,DMD Patana Company Ltd,,,, ,Laos,Xiangkhoang,Kham,,
Tan Lap Đien gio Tan Lap,Wind,Planned,30,,Vietnam,Cong ty Co phan Đau tu Đien luc 3 PC3-INVEST,,,, ,Vietnam,Quang Tri,Huong Hoa,,
Tan Linh Đien gio Tan Linh,Wind,Under Construction,48,2021,Vietnam,Cong ty CP Đau tu xay dung va thuong mai Phu Đien,,,Denmark,Vestas,Vietnam,Quang Tri,Huong Hoa,,
Tan Phuoc 1,Gas,Planned,1200,2027,Vietnam,EVN,,,, ,Vietnam,Tien Giang,Go Cong Đong,,
Tan Phuoc 2,Gas,Planned,1200,2028,Vietnam,EVN,,,, ,Vietnam,Tien Giang,Go Cong Đong,,
Tan Thanh Nha may nhiet dien Tan Thanh,Coal,Cancelled,2400,,Japan,J-Power,Japan,,, ,Vietnam,Ba Ria - Vung Tau,Tan Thanh,,
Tan Thuan Wind Power Project,Wind,Under Construction,90,2021,Vietnam,Ca Mau Renewable Energy Investment JSC,,,Vietnam; China,Power Engineering Consulting JSC No 2; Energy China,Vietnam,Ca Mau,Đam Doi,,
Tanintharyi,Coal,Planned,1800,,Thailand; Japan; Myanmar,Global Power Synergy Plc subsidiary of Thailand government-backed PTT Plc, Marubeni Corporation, Electricity Generating Authority, SRI Energy Co, Ayeyar Hinthar Holdings Co,,,,,
Tata - Solar Power Plant,Solar,Planned,49,2019,India; Vietnam,Cong ty Tata Power Limited -- subsidiary of Tap doan Tata Power Company Limited, Alphanam Group, EVN Tap Đoan Đien luc Viet Nam,,,, ,Vietnam,,
Taunggut,Wind,Planned,96,,China,China Three Gorges,,,, ,Myanmar,Shan,Taunggye,,
Tay Nguyen wind farm - Dlie Yang Nha may dien gio Dlieyang,Wind,Operational,436,2019,Vietnam,HBRE Wind Power Solution Co,,,, ,Vietnam,Đak Lak,Ea H'leo,,
Tay Ninh,Solar,Under Construction,320,2020,Vietnam,TTC Corporation,,,, ,Vietnam,Tay Ninh,Tay Ninh,,
TBEC Tha Chang Biogas Project,Waste,Unknown,2.8,,Thailand,Thai Biogas Energy Co Ltd.,Thailand,Carbon Bridge Pte Ltd.,, ,Thailand,Surat Thani,Tha Chang,,
Tha Chana,Nuclear,Planned,,,Thailand,EGAT,,,, ,Thailand,Trat,Muang Trat,,
Tha Muang Solar Power Plant,Solar,Operational,8,,Thailand,SSE-PV7 Project,,,, ,Thailand,Kanchanaburi,Tha Muang,,
Tha Tako,Nuclear,Planned,,,Thailand,EGAT,,,, ,Thailand,Surat Thani,Phunphin,,
Tha Thung Na Dam,Hydro,Operational,39,,Thailand,EGAT,,,, ,Thailand,Kanchanaburi,Muang Kanchanaburi,,
Tha Tum power station,Coal,Operational,328,1999,Thailand,National Power Supply PCL,,,, ,Thailand,Prachin Buri,Sri Mahar Pho,,
THA: BLCP POWER PROJECT 1-2,Coal,Operational,1434,2007,Thailand,Banpu, EGCO,ADB,ADB and others,, ,Thailand,Rayong,,
Thac Ba,Hydro,Operational,120,1971,Vietnam,EVN,,,, ,Vietnam,Yen Bai,Yen Binh,,
Thac Mo dien mat troi Thac Mo,Solar,Planned,50,2021,Vietnam,Cong ty Co phan thuy dien Thac Mo,,,, ,Vietnam,Binh Phuoc,Bu Gia Map,,
Thac Mo Hydropower Station Extension,Hydro,Operational,75,2017,Vietnam,Thac Mo Hydropower JSC,Japan; Vietnam,JICA, EVN,USA,GE,Vietnam,Binh Phuoc,,
Thac Mo MR,Hydro,Operational,150,1995,Vietnam,Thac Mo Hydropower JSC,,,Vietnam,Eastern Construction Co,Vietnam,Binh Phuoc,Phuoc Long,,
Thac Trang,Hydro,Operational,6,2006,Vietnam,Song Da 11 JSC,,,, ,Vietnam,Đien Bien,Đien Bien,,
Thachana Palm Oil Co Wastewater Treatment Project,Waste,Unknown,2,,Thailand,Thachana Palm Oil Co Ltd.,,,Japan,Mitsubishi UFJ Securities Co Ltd.,Thailand,Surat Thani,Tha Chana,,
Thahtay,Hydro,Under Construction,111,,Myanmar,MOEP,China,China EXIM Bank China; China Development Bank China,, ,Myanmar,Rakhine,Thandwe,,
Thai Agro Energy Wastewater Treatment and Biogas Utilization Project,Waste,Unknown,,,Thailand,Thai Agro Energy Public Co Ltd.,,,Switzerland,Swiss Carbon Assets Ltd.,Thailand,Suphan Buri,Dan Chang,,
Thai Binh 1 Nha may Nhiet dien Thai Binh 1,Coal,Operational,600,2018,Vietnam,EVN,Japan; Vietnam,JICA, EVN,Japan,Marubeni,Vietnam,Thai Binh,,
Thai Binh 2 Nha may Nhiet dien Thai Binh 2,Coal,Under Construction,1200,2022,Vietnam,PetroVietnam,Japan; South Korea; USA,JBIC, ExIm Korea, Citibank, Mizhuo Financial Group, Bank of Tokyo - Mitsubishi,Japan; South Korea,,
Thai Binh 3 Nha may Nhiet dien Thai Binh 3,Coal,Planned,440,,Vietnam,Vinacomin,,,, ,Vietnam,Thai Binh,Thai Thuy,,
Thai Carbon Blank Public Co, Ltd.,Waste,Unknown,12,,,,,,, ,Thailand,Phetchabun,,
Thai Roong Ruang Energy Co, Ltd,Biomass,Unknown,8,,Thailand,Thai Roong Ruang Industry Co, Ltd.,,,, ,Thailand,,
Thai Roong Ruang Energy Wastewater Treatment and Biogas Utilization Project,Waste,Unknown,4.5,,Thailand,Thai Roong Ruang Energy Co Ltd.,,,Switzerland,Swiss Carbon Assets Ltd.,Thailand,Saraburi,Wang Muang,,
Thai Solar Power 1,Solar,Operational,5,,Thailand,Thai Solar Energy Co Ltd.,,,, ,Thailand,Kanchanaburi,Huai Kra Chao,,
Thai Sritong Biomass Energy,Biomass,Unknown,8,,Thailand; Switzerland,Thai Sritong Co Ltd.; Swiss Carbon Assets Ltd.,,,, ,Thailand,Krabi,Lam Thap,,
Thai Sritong Power Generation Project,Waste,Unknown,2.4,2011,Thailand,Thai Sritong Co Ltd.,,,Switzerland,Swiss Carbon Assets Ltd.,Thailand,Krabi,Lam Thap,,
Thailand AEP Livestock Waste Management Project: AP.,Waste,Unknown,0.1,2010,Thailand,Advance Energy Plus Co, Ltd.,,IBRD,Netherlands,Ministry of Energy and the Environment,Thailand,Ratchaburi,,
Thailand AEP Livestock Waste Management Project: Jung,Waste,Unknown,0.16,2010,Thailand,Advance Energy Plus Co, Ltd.,,IBRD,Netherlands,Ministry of Energy and the Environment,Thailand,Ratchaburi,,
Thailand AEP Livestock Waste Management Project: K.OS.,Waste,Unknown,0.12,2009,Thailand,Advance Energy Plus Co, Ltd.,,IBRD International Bank for Reconstruction and Development as a Trustee of the Community Development Carbon Fund CDCF,Netherlands,Ministry of Energy and the Environment,Thailand,Ratchaburi,,
Thailand AEP Livestock Waste Management Project: Kanchana,Waste,Unknown,0.32,2010,Thailand,Advance Energy Plus Co, Ltd.,,IBRD,Netherlands,Ministry of Energy and the Environment,Thailand,Ratchaburi,,
Thailand AEP Livestock Waste Management Project: Kanchana Hybrid,Waste,Unknown,0.28,2010,Thailand,Advance Energy Plus Co, Ltd.,,IBRD,Netherlands,Ministry of Energy and the Environment,Thailand,Ratchaburi,,
Thailand AEP Livestock Waste Management Project: Maneerat,Waste,Unknown,0.16,2009,Thailand,Advance Energy Plus Co, Ltd.,,IBRD,Netherlands,Ministry of Energy and the Environment,Thailand,Ratchaburi,,
Thailand AEP Livestock Waste Management Project: Panus-Amporn,Waste,Unknown,0.05,2010,Thailand,Advance Energy Plus Co, Ltd.,,IBRD,Netherlands,Ministry of Energy and the Environment,Thailand,Chon Buri,,
Thailand AEP Livestock Waste Management Project: Supparuek,Waste,Unknown,0.58,2009,Thailand,Advance Energy Plus Co, Ltd.,,IBRD,Netherlands,Ministry of Energy and the Environment,Thailand,Ratchaburi,,
Thailand AEP Livestock Waste Management Project: V. Tai,Waste,Unknown,0.12,2010,Thailand,Advance Energy Plus Co, Ltd.,,IBRD,Netherlands,Ministry of Energy and the Environment,Thailand,Ratchaburi,,
Thailand AEP Livestock Waste Management Project: Wanchai,Waste,Unknown,0.16,2009,Thailand,Advance Energy Plus Co, Ltd.,,IBRD,Netherlands,Ministry of Energy and the Environment,Thailand,Ratchaburi,,
Thailand TPI PP 60MW Refuse Incineration and 30MW Cement Kiln Waste Heat Recovery Power Plant Project EPC,Waste,Operational,90,2016,Thailand,EGAT,,,China,China National Heavy Machinery Corporation EPC China,Thailand,Saraburi,Muak Lek,,
Thaketa,Gas,Operational,92,1990,Myanmar,MOEP,,,, ,Myanmar,Yangon,Yangon-E,,
Thaketa,Gas,Operational,106,2018,China; Myanmar,MOEP, Union Resources and Engineering Co, U Energy Thaketa Power Co Ltd.,,,, ,Myanmar,,
Thaketa Max Power,Gas,Operational,50,2013,Japan; Indonesia,Max Power, Mitsui,,,, ,Myanmar,Yangon,,
Thakhaek SEZ solar PV,Solar,Planned,,,China,Hainan-Edentour GmbH Co, Ltd.,,,, ,Laos,Bolikhamxai,,
Thakwa,Hydro,Planned,150,,China; Myanmar,China Datang Overseas Investment Ltd., Shwe Taung Hydropower Co,,,, ,Myanmar,Yangon,,
Thandwe,Wind,Planned,84,,China,China Three Gorges,,,, ,Myanmar,Rakhine,Thandwe,,
Thang Binh Solar Park,Solar,Under Construction,150,,United Kingdom,GT & Associates and Marshall & Street Ltd,,,, ,Vietnam,Quang Nam,Thang Binh,,
Thang Long Nha may Nhiet dien Thang Long,Coal,Operational,600,2018,Vietnam,Thang Long-Gelexemco Thermal Power Co,China,China Development Bank China; China Export and Credit Insurance Corporation SinosureChina,China,Wuhai Kaidi Electric Power Engineering EPC China,Vietnam,Quang Ninh,Hoanh Bo,,
Thanh Hai 1 Du an dien gio so 5 Thanh Hai 1,Wind,Planned,32,2020,Vietnam,Cong ty CP Tan Hoan Cau Ben Tre,,,Germany; Denmark,Siemens Gamesa, Danish Export Credit Agency,Vietnam,Ben Tre,,
Thanlyin,Gas,Planned,400,,Thailand,Global Power Synergy Co,,,Myanmar; Japan,Eden Group Myanmar; Marubeni Corp Japan,Myanmar,Yangon,Yangon-S,,
Thap Sakae Solar Power Plant,Solar,Operational,5,,Thailand,EGAT,,,, ,Thailand,Prachuap Khiri Khan,Thap Sakae,,
Thap Tai Solar Power Plant,Solar,Operational,1.7,,Thailand,Bangkok Solar Power Company, Ltd.,,,, ,Thailand,Prachuap Khiri Khan,,
Thaphanseik Dam,Hydro,Operational,30,2002,China,Power Construction Corp,China,CITIC and China EXIM Bank China,, ,Myanmar,Sagaing,Shwebo,,
Thaton,Gas,Operational,51,1974,Myanmar,MOEP,,,, ,Myanmar,Mon,Thaton,,
Thaton Combine Cycle Gas Turbine CCGT Power Plant,Gas,Operational,118.9,2019,Myanmar,MEPE,World Bank Group,World Bank Group,China,China Energy Engineering Corporation China,Myanmar,Mon,Thaton,,
Thaukyegat 2 Thauk Ye Khat 2,Hydro,Operational,120,2013,Myanmar,Gold Energy Myanmar, Shwe Energy,,,China,Power Construction Corp China,Myanmar,Bago,,
Thaukyekhet 1 Thauk Ye Khat 1,Hydro,Planned,150,,China,Power Construction Corp,,,China,Power Construction Corp, China/Changjiang Institute of Surveying, Planning & Design Research China,Myanmar,,
The Mall - Bangkapi Solar Power Plant,Solar,Operational,1,,Thailand,Thai Solar Energy Public Company Limited TSE,,,, ,Thailand,Bangkok Metropolis,Bang Kapi,,
The Mall - Ngamwongwan Solar Power Plant,Solar,Operational,1,,Thailand,Thai Solar Energy Public Company Limited TSE,,,, ,Thailand,Nonthaburi,Muang Nonthaburi,,
The Mall - Tha Phra Solar Power Plant,Solar,Operational,1,,Thailand,Thai Solar Energy Public Company Limited TSE,,,, ,Thailand,Bangkok Metropolis,Thon Buri,,
Theparak Wind Farm,Wind,Under Construction,270,2019,,,,,USA,GE USA,Thailand,Chaiyaphum,Muang Chaiyaphum,,
Thepha PP unit 1,Coal,Planned,1000,2021,Thailand,EGAT,,,, ,Thailand,Songkhla,Thepha,,
Theppana Wind Power Project,Wind,Operational,7.5,2013,Thailand,THEPPANA WIND FARM COMPANY,ADB,ADB,, ,Thailand,Chaiyaphum,Thep Sathit,,
Theun-Hin Boun,Hydro,Operational,270,1998,Norway; Thailand; Laos,Electricite du Laos 60 PCT, Statkraft 20 PCT, GMS Power 20 PCT,ADB,ADB,Norway,Statkraf,Laos,,
Theun-Hin Boun Expansion,Hydro,Operational,250,2010,Laos,Theun Hinboun Power Company,Australia; France; Thailand; Belgium; Netherlands; Germany,ANZ, BNP Paribas, Bank of Ayudhya, KBC, Kasikorn Bank, Siam City Bank,,
Thien Tan #1 - stage 1 nha may dien mat troi Thien Tan Solar Ninh Thuan, giai doan 1,Solar,Planned,50,2019,Vietnam; Finland,Cong ty co phan Thien Tan Solar Ninh Thuan – thanh vien cua Thien Tan Group,USA,USTDA,,First Solar Equipment,Vietnam,Ninh Thuan,,
Thien Tan #1 - stage 2 nha may dien mat troi Thien Tan Solar Ninh Thuan, giai doan 2,Solar,Planned,35,2020,Vietnam; Finland,Cong ty co phan Thien Tan Solar Ninh Thuan – thanh vien cua Thien Tan Group,USA,USTDA,,First Solar Equipment,Vietnam,Ninh Thuan,,
Thien Tan #2 nha may dien mat troi Thien Tan Solar Ninh Thuan,Solar,Planned,300,2020,Vietnam; Finland,Cong ty co phan Thien Tan Solar Ninh Thuan – thanh vien cua Thien Tan Group,USA,USTDA,,First Solar Equipment,Vietnam,Ninh Thuan,Bac Ai,,
Thien Tan #3 nha may dien mat troi Thien Tan Solar Ninh Thuan,Solar,Planned,300,2020,Vietnam; Finland,Cong ty co phan Thien Tan Solar Ninh Thuan – thanh vien cua Thien Tan Group,USA,USTDA,,First Solar Equipment,Vietnam,Ninh Thuan,Bac Ai,,
Thien Tan #4 nha may dien mat troi Thien Tan Solar Ninh Thuan,Solar,Planned,300,2020,Vietnam; Finland,Cong ty co phan Thien Tan Solar Ninh Thuan – thanh vien cua Thien Tan Group,USA,USTDA,,First Solar Equipment,Vietnam,Ninh Thuan,Bac Ai,,
Thien Tan #5 nha may dien mat troi Thien Tan Solar Ninh Thuan,Solar,Planned,300,2020,Vietnam; Finland,Cong ty co phan Thien Tan Solar Ninh Thuan – thanh vien cua Thien Tan Group,USA,USTDA,,First Solar Equipment,Vietnam,Ninh Thuan,Bac Ai,,
Thilawa,Gas,Operational,50,2016,Myanmar,MEPE,Japan,JICA,Japan,Sumitomo Corporation,Myanmar,Yangon,Yangon-S,,
Thilawa,Coal,Cancelled,650,,Thailand; Japan; Italy,Toyo-Thai,,,, ,Myanmar,Mon,Mawlamyine,,
Thilawa LNG Thermal Plant,Gas,Planned,1250,2024,Japan; Myanmar,Sumitomo Corp, Marubeni Corp, Mitsui & Co, Ltd., Eden Group Co, Ltd.,Japan,JICA,,
Thinh Long Phu Yen,Solar,Unknown,50,,,,,,, ,Vietnam,Quang Nam,Nam Tra My,,
Thoen Power Plant,Biomass,Operational,9.9,2014,Thailand,Advance Bio Asia Co, Ltd.,,,, ,Thailand,Lampang,,
Thoi Lai waste management Nha may xu ly rac thai sinh hoat Thoi Lai,Waste,Operational,25,2018,China,China Everbright International Limited,ADB,ADB,China,China Everbright International Limited China,Vietnam,Can Tho,Thoi Lai,,
Thomsin,Hydro,Planned,5,,Thailand,Ari Sain and XJC Joint Venture,,,, ,Laos,Champasak,Pathoomphone,,
Thon 5 Ninh Son Nha may dien mat troi thon 5 xa Ninh Son - 200 ha,Solar,Planned,170,2020,,,,,, ,Vietnam,Khanh Hoa,Ninh Hoa,,
Thon Xuan Tay Nha may dien mat troi Thon Xuan Tay - 194.5ha,Solar,Planned,100,2020,Vietnam,Cong ty TNHH dau tu va phat trien dien mat troi KN Van Ninh,,,, ,Vietnam,Khanh Hoa,Van Ninh,,
Thoong Cot 2,Hydro,Operational,3.5,2013,Vietnam,Truong Minh Co Ltd,,,, ,Vietnam,Cao Bang,Trung Khanh,,
Thu Duc,Oil,Operational,279,,Vietnam,Vietnam Electricity EVN,,,, ,Vietnam,Ho Chi Minh,Thu Đuc,,
Thuan Hoa,Hydro,Operational,42,2017,Vietnam,Thuan Hoa Hydropower Joint-Stock Company,World Bank Group,World Bank Group,China,Peoples Electric Alliance China,Vietnam,Ha Giang,Vi Xuyen,,
Thuan Minh 2 Nha may dien mat troi Thuan Minh 2 60 ha,Solar,Under Construction,50,2019,Vietnam,CTCP SD Truong Thanh,,,, ,Vietnam,Binh Thuan,Ham Thuan Bac,,
Thuan Nam 19 Nha may dien mat troi Thuan Nam 19 73.5 ha,Solar,Operational,49,2019,Vietnam,Tasco Energy JSC,,,, ,Vietnam,Ninh Thuan,Thuan Nam,,
Thuan Nhien Phong Tru Tubin Đien gio Thuan Nhien Phong,Wind,Operational,32,2017,Vietnam,Tong CTCP Xay dung Đien Viet Nam,,,Vietnam,Cong Ty Co phan Tazon,Vietnam,Binh Thuan,Bac Binh,,
Thungsung Green Company Limited,Biomass,Unknown,9.2,2016,Thailand; Germany,Thungsung Green Co Ltd.,,,, ,Thailand,Nakhon Si Thammarat,Thung Song,,
Thuong An,Hydro,Operational,2.4,2008,Vietnam,Bac Kan Hydropower Petro & Gasoline JSC,,,, ,Vietnam,Bac Kan,Ngan Son,,
Thuong Kon Tum Hydropower project,Hydro,Postponed,220,,Vietnam,EVN, Vinh Son Song Hinh Hydropower JSC VSH,,,China,Power Construction Corp, China Railway Construction China,Vietnam,,
Thac Ba Nha may dien mat troi noi tren ho Thac Ba,Solar,Under Construction,500,2019,South Korea; Vietnam,Solkiss Ltd., EVN,,,, ,Vietnam,Yen Bai,,
Tigyit,Coal,Operational,120,2005,China; Myanmar,Wuxi Huaguang Electric Power Engineering Co, China National Heavy Machinery Corporation, Eden Group, Shan Yoma Nagar,,,China,China National Heavy Machinery Corporation China,,
Timit,Hydro,Planned,30,,China,PowerChina International,,,, ,Myanmar,Chin,Palam,,
Tipayanarai Company Limited TP,Solar,Operational,3.7,2013,Thailand,Tipayanarai Co Ltd. Solar Power Asset Co Ltd.; Solar Power Company Limited,,,, ,Thailand,Lop Buri,Chai Badan,,
Tongxinqiao,Hydro,Planned,340,2026,China; Myanmar,Yunnan Energy Investment Group, International Group of Entrepreneurs,,,China; Myanmar,YEIG China/IGOEC Myanmar,Myanmar,Kachin,,
Tornhim, Muangtalim Power Plant,Hydro,Planned,300,,Thailand,Pongsak Group,,,China,Power Construction Corp China,Laos,Xekong,,
Tornsim,Hydro,Planned,5,,Thailand,Charoen Xaytong Construction,,,, ,Laos,Champasak,Pathoomphone,,
TPI Cement coal plant,Coal,Operational,150,2017,Thailand,TPI Polene Power,,,, ,Thailand,Saraburi,Kaeng Khoi,,
Tra Xom,Hydro,Operational,20,2013,Vietnam,Tra Xom Hydropower JSC,,,, ,Vietnam,Binh Đinh,Vinh Thanh,,
Trang Palm Oil Wastewater Treatment Project,Waste,Unknown,2.126,,Thailand,Trang Palm Oil Co Ltd.,,,Japan,Mitsubishi UFJ Morgan Stanley Securities Co Ltd.,Thailand,Trang,Sikao,,
Trang power stations,Biomass,Operational,7.5,2013,Thailand,OTACO Co, Ltd.,Thailand,Kasikorn Bank Thailand,Thailand,ATT Consultants Co, Ltd.,Thailand,,
Tri An 1 Nha may dien mat troi noi Tri An 1 - 176 ha,Solar,Planned,1000,2020,Vietnam,EVN,Vietnam,Cong ty MT Energy DBFOM,Vietnam,Cong ty MT Energy DBFOM,Vietnam,Đong Nai,Vinh Cuu,,
Tri An 2 - Nha may dien mat troi noi Tri An 2 - 176 ha,Solar,Planned,126,2025,Vietnam,EVN,,,, ,Vietnam,Đong Nai,Vinh Cuu,,
Tri An Dong Nai Nha may dien mat troi noi Tri An Đong Nai 1610 ha,Solar,Planned,1000,2020,Vietnam,Cong ty TNHH Phuoc An tinh Vinh Phuc lien doanh voi mot so cong ty,,,, ,Vietnam,Đong Nai,Vinh Cuu,,
Tri An Floating Nha may dien mat troi noi ho Tri An 1700 ha,Solar,Planned,1500,2020,Vietnam,Cong ty TNHH tu van cong nghe va dau tu THT Ha Noi,,,, ,Vietnam,Đong Nai,Vinh Cuu,,
Tri An Lake Du an dien mat troi Ho Tri An - 1200 ha,Solar,Planned,1000,2020,Vietnam,Cong ty co phan Le Delta Ha Noi,,,, ,Vietnam,Đong Nai,Vinh Cuu,,
Tri Energy Power Plant,Gas,Operational,700,2000,Thailand,Ratchaburi Electric Generating Company,,,, ,Thailand,Ratchaburi,Muang Ratchaburi,,
Truc Son Du an dien mat troi Truc Son - 45-49 ha,Solar,Under Construction,44.4,2019,Spain; Japan; Vietnam,Univergy International, Europe Clean Energies, Thanh Nien Media Corporation JSC,,,, ,Vietnam,,
Trung Son,Hydro,Operational,250,2017,Vietnam,EVN,World Bank Group,World Bank Group,South Korea; Vietnam,Samsung C&T Corp, Construction JSC 47,Vietnam,Thanh Hoa,,
Trung Thu Thuy dien Trung Thu,Hydro,Operational,30,2016,Vietnam,Power Construction No1 JSC,,,, ,Vietnam,Đien Bien,Muong Cha,,
Trungnam Solar Farm,Solar,Operational,204,2018,Vietnam,CTCP Đien Mat Troi Trung Nam,,,, ,Vietnam,Ninh Thuan,Thuan Bac,,
Trungnam Thuan Nam,Solar,Operational,450,2020,Vietnam,Trungnam Group,,,,,Vietnam,Ninh Thuan,Thuan Nam,,
Trungnam Tra Vinh Solar Farm,Solar,Operational,140,2019,Vietnam,CTCP Đien Mat Troi Trung Nam,,,, ,Vietnam,Tra Vinh,Duyen Hai Thi xa,,
Trungnam Wind Farm,Wind,Operational,151.95,2016,Vietnam; Finland,Trungnam Wind Power Cong ty Co phan Đien gio Trung Nam,,,, ,Vietnam,Ninh Thuan,Thuan Bac,,
Tri An Hydro,Hydro,Operational,400,1988,Vietnam,EVN, Tri An Hydropower Company,,,Vietnam,Eastern Construction Co,Vietnam,Đong Nai,,
TSBP Sekong Power and Mineral Co Ltd,Coal,Planned,600,,Laos,TSBP Sekong Power and Mineral Co Ltd,,,, ,Laos,Xekong,Lamarm,,
TTC 1 and TTC 2 120 ha,Solar,Operational,118.8,2019,Thailand; Vietnam,Gulf Energy Development, TTC Group,,,Vietnam; India,Thanh Thanh Cong subsidiaries EPC, O&M, Sterling and Wilson India,,
TTC Ham Phu 02,Solar,Operational,49,2019,Vietnam,Gia Lai Electricity Joint Stock Company GEG, TTC Duc Hue Long An Joint Stock Company,,,Japan,Sharp Energy Solutions SESJ Design Consultants, NSN Joint Stock Company Vietnam,Vietnam,,
TTC Krong Pa Đien mat troi TTC Krong Pa 70 ha,Solar,Operational,49,2018,Vietnam,TTC and GEC Tap doan TTC va Cong ty Co phan Đien Gia Lai GEC,Vietnam,Vietcombank,Japan,JGC Japan,Vietnam,Gia Lai,Krong Pa,,
TTC Phong Dien Solar Farm Đien mat troi TTC Phong Đien,Solar,Operational,35,2018,Vietnam; Japan,Sharp Corporation, TTC Group,IFC,IFC,, ,Vietnam,Thua Thien Hue,,
TTY Cambodia Biogas Project,Waste,Operational,4.05,2008,Cambodia,T.T.Y Agricultural Plant Development and IMEX Co Ltd, Carbon Bridge Pte Ltd,,,, ,Cambodia,Tbong Khmum,,
Tuamromtamteum Electricity Factory Salavan Province,Hydro,Under Construction,15,2018,Laos,Chungyang EC Simuang Lao Company,,,, ,Laos,Saravan,Saravane,,
Tuan An Nha may dien mat troi hoa luoi Tuan An 10 ha,Solar,Operational,10,2019,Vietnam,Cty CP Đien mat troi Tuan An,,,, ,Vietnam,Khanh Hoa,Cam Ranh,,
Tukahe,Hydro,Operational,165,2006,China,Yunnan Datang International Lixianjiang Hydropower Development Company Ltd.; 大唐国际发电股份有限公司、北京国电安融能源投资有限公司和思茅市国有资产经营有限责任公司，股权比例分别为70 PCT、25 PCT和5 PCT,China,,China, ,China,Yunnan,Puer,,
Tuoba,Hydro,Under Construction,1400,,China,‎Huaneng Lancang Hydropower Co Ltd,China,,China,China Huaneng Group; PowerChina,China,Yunnan,Deqen Tibetan,,
Tuy Phong Nha may dien mat troi Tuy Phong - 50 ha,Solar,Operational,30,2019,Vietnam,Power Plus Vietnam Company,,,Japan,Jinko Solar, Power Electronic, Daihen,Vietnam,,
